id,type,text1,text2,text3,text4,notes,,,
,,,,,,,,,
borg_plasma_beam,WEAPON,"A directed Borg plasma assimilation beam designed to destabilize target integrity through adaptive energy saturation.

Rather than relying solely on immediate damage, this weapon may induce PLASMA BURN, a sustained degradation state caused by invasive plasma feedback. Once applied, PLASMA BURN cannot be reapplied until it expires.,Applies a stacking structural degradation effect.,Increases damage taken over time.",,,,,,,
borg_plasma_medium,WEAPON,"A directed Borg plasma assimilation beam designed to destabilize target integrity through adaptive energy saturation.

Rather than relying solely on immediate damage, this weapon may induce PLASMA BURN, a sustained degradation state caused by invasive plasma feedback. Once applied, PLASMA BURN cannot be reapplied until it expires.,Applies a stacking structural degradation effect.,Increases damage taken over time.",,,,,,,
borg_plasma_small,WEAPON,"A directed Borg plasma assimilation beam designed to destabilize target integrity through adaptive energy saturation.

Rather than relying solely on immediate damage, this weapon may induce PLASMA BURN, a sustained degradation state caused by invasive plasma feedback. Once applied, PLASMA BURN cannot be reapplied until it expires.,Applies a stacking structural degradation effect.,Increases damage taken over time.",,,,,,,
cutting_beam,WEAPON,"A sustained Borg cutting beam that dynamically adjusts its damage based on the target’s defenses.

• Deals reduced damage to active shields
• Deals increased damage to armor
• Deals increased damage to exposed hull

Damage is recalculated continuously at the beam’s impact point.",,,,,,,
cutting_beam_medium,WEAPON,"A sustained Borg cutting beam that dynamically adjusts its damage based on the target’s defenses.

• Deals reduced damage to active shields
• Deals increased damage to armor
• Deals increased damage to exposed hull

Damage is recalculated continuously at the beam’s impact point.",,,,,,,
cutting_beam_small,WEAPON,"A sustained Borg cutting beam that dynamically adjusts its damage based on the target’s defenses.

• Deals reduced damage to active shields
• Deals increased damage to armor
• Deals increased damage to exposed hull

Damage is recalculated continuously at the beam’s impact point.",,,,,,,
borg_photon_torpedo,WEAPON," A guided energy-matter delivery system calibrated for inevitability. Yield, frequency, and detonation parameters adapt in transit, refining lethality with each engagement.",,,,,,,
borg_photon_torpedoM,WEAPON,"A guided energy-matter delivery system calibrated for inevitability. Yield, frequency, and detonation parameters adapt in transit, refining lethality with each engagement. Adapted to function aboard mediums-sized vessels for optimal operation.",,,,,,,
borg_photon_torpedoS,WEAPON,"Optimized weapon for small vessels of the Collective. Operational capacity follows the same standard guidance.  A guided energy-matter delivery system calibrated for inevitability. Yield, frequency, and detonation parameters adapt in transit, refining lethality with each engagement.",,,,,,,
,,,,,,,,,
station_unimatrix_station,CUSTOM,"A Unimatrix command station of the Borg Collective. This installation coordinates assimilation, regeneration, and regional defense operations, serving as a nexus for drone processing, fleet control, and continuous adaptation. The station does not negotiate. It endures, corrects inefficiency, and enforces compliance. Resistance is futile.",,,,,,,
station_borg_shipyard,CUSTOM,"A Borg industrial nexus dedicated to the construction, repair, and optimization of Collective vessels. Raw materials and acquired technology are converted into standardized hulls and components with maximal efficiency. Production is continuous, losses are anticipated, and output is adjusted to meet assimilation demands. Resistance is irrelevant.",,,,,,,
assimilated-terran,PLANET,"Former Terran-class world. Indigenous civilization encountered, evaluated, and deemed biologically and technologically distinct. Planetary infrastructure has been fully integrated into the Collective. Atmosphere, biosphere, and gravity remain within Terran norms to maximize drone efficiency. Urban regions have been restructured into assimilation hubs and processing centers. Cultural, political, and individual identities have been erased. The planet now functions as a resource node and population conversion site.
Resistance was inefficient. Assimilation was inevitable.",,,,,,,
